,tag,Question,Reponse
142,DROIT SUCCESSORAL,Divorce en Tunisie ou en France??,"Citation de: menou94 le 20 octobre 2009, 07:05:19 pm 19:05... mais je l'ai fait lire par mon père.Merci pour lui  et je lui souhaite bonne et longue vie (Rabbi Ytaouel Amrou) Citation de: menou94 le 20 octobre 2009, 07:05:19 pm 19:05J'ai une dernière question, est-ce que mon divorce sera reconnu en France et pas de risque que le procureur de la République en France me demande de refaire le divorce en France?J'ai peur de cela.Un avocat français est plus apte de te répondre à cette question Mais en principe, le faite que tu es mariée en Tunisie en tant que tunisienne,  la vérification d’opposabilité du  divorce, prononcé en Tunisie, par le Procureur de la République, près du Tribunal de Nantes, ne posera pas de problème Slts/Naceur "
143,DROIT SUCCESSORAL,Divorce en Tunisie ou en France??,Merci mille fois Naceur!!!!!!!!! et je vais me renseigner aussi en France!Passes une bonne journee!
144,DROIT SUCCESSORAL,Divorce en Tunisie ou en France??,"Ton divorce sera reconnu en France aucun juge français ne remettrai en cause la souveraineté du juge tunisien dans ses décisions, tu n'aura qu'a le transcrire en France et l'envoyer.c'est une procédure très simple.Mais je pense que tu aurais du divorcer ou plutot faire annuler ce marriage  en France afin que ton ex conjoint ne puisse continuer sa procédure d'obtention des papiers et que cela soit écris noir sur blanc..et surtout que tu ne sois pas divorcer... car sans nul doute qu'il a déja trouver une nouvelle victime pour lui permettre d'obtenir son sesame.Il existe en France dans tous les chefs lieux des départements des maisons de l'avocat qui donnent des conseils gratuits.Bon courage "
145,DROIT SUCCESSORAL,permis de port d'arme,"Citation de: hawk le 27 décembre 2009, 02:03:02 pm 14:03bonjour a tous, je suis actuellement resident a l'etranger, et je voudrais savoire comment obtenire un permis de port d'armes en tunisie et a quel ministère faut il s'adresser?. est ce qu'il est necessaire d'avoir un statut particulier, ou est ce tout simplement interdit, ou source de problème? sachant que dans ma profession c'est une necessitée. merciJe te conseile, d'appeler le centre d'appel administratif  1818Adresse postale : 31, Boulevard Bab Benat,1006 La Kasbah- Tunis Tunisie À prioris le  permis de port d'armes,   devrait être obtenu du Ministère de l'Intérieur et du Développement local (ou  de la poste de police ou de la garde nationale territorialement compétent)  Slts/Naceur "
146,DROIT SUCCESSORAL,permis de port d'arme,merci de l'aide Naceur
147,DROIT SUCCESSORAL,Double Emploi,Une question s'impose : dans quel secteur ces deux emploi ? Slts/Naceur 
148,DROIT SUCCESSORAL,Harcèlement puis chantage pour extorsion-Urgence signalée,Déposes une plainte sans attendre au près du procureur de la république du tribunal de 1ère instance de votre ville. Tu peux imprimer les sms et les mettre comme pièce justificative. 
149,DROIT SUCCESSORAL,Harcèlement puis chantage pour extorsion-Urgence signalée,"Merci pour votre réponse, mais pourriez-vous me dire ce qu'il en découlerait? Et, combien de temps celà prendrait-il pour me débarrasser de ce type?Serais-je amenée à comparaître devant un tribunal? Je voudrais vraiment pouvoir éviter ça."
150,DROIT SUCCESSORAL,Harcèlement puis chantage pour extorsion-Urgence signalée,"Citation de: mayyouma le 04 décembre 2009, 04:52:06 pm 16:52mais pourriez-vous me dire ce qu'il en découlerait? Une enquête sera ouverte Citation de: mayyouma le 04 décembre 2009, 04:52:06 pm 16:52Et, combien de temps celà prendrait-il pour me débarrasser de ce type?Il faut compter ente 6 et 12 mois Citation de: mayyouma le 04 décembre 2009, 04:52:06 pm 16:52Serais-je amenée à comparaître devant un tribunal? Oui, devant le juge d'instruction."
151,DROIT SUCCESSORAL,Harcèlement puis chantage pour extorsion-Urgence signalée,Mes remerciements.
152,DROIT SUCCESSORAL,cheques postdate,Je te propose de lire ces  fils  pour  trouver la réponse à la question  : Titre du  fi : l cheque sans provisionhttp://www.jurisitetunisie.com/se/index.php?topic=3641.0Titre du fil : Chèque de garantiehttp://www.jurisitetunisie.com/se/index.php?topic=1454.0.
153,DROIT SUCCESSORAL,Ligne fixe téléphonique:abus en se connectant à câble au dehors de l'appartement,"ça me rappel les cas des gens ayant des téléphones fixes usant des appareils sans fil et qu'ils ont subi une intrusion par des voisins.C'est un Vol. pur et simple.Je te conseil de déposer une plainte auprès du procureur de la république de ta circonscription afin d'obliger les parents de l'enfant de payer.Etant donné que l'accès à ta ligne s'est fait en dehors de chez toi, il est évident que celui qui a mis les câbles (Télécom) en on est responsable dans un sens ou dans un autre.Après avoir déposé la plainte, tu écris à votre fournisseur l'expliquant que ces appels ne te concernent pas et qu'une plainte a été déposée à cet effet en lui signifiant aussi qu'une faute de diligence de sa part reste possible et que tout manquement à son devoir contractuel à ton égard pourrait être poursuivi en justice pour la réparation de tout dommage subi. "
154,DROIT SUCCESSORAL,Ligne fixe téléphonique:abus en se connectant à câble au dehors de l'appartement,"Cher Pionnier,merci beaucoup pour ta réponse très rapide qui m'aide. J'espére que tout ira bien.Bonne journéepetit prince "
155,DROIT SUCCESSORAL,État civil ,"BonjourPour faire corriger son acte de naissance, votre fille devra en faire la demande, sur place, auprès du tribunal de première instance de sa commune de naissance. Cordialement"
156,DROIT SUCCESSORAL,Communauté des biens en cas de divorce ,"Bonjour,Le bien a-t-il été enregistré au nom de l'épouse ou simplement celle-ci a chois d'y habité bien qu'il appartient toujours à celui qui l'a construit. Dans ce dernier cas, ce n'est pas un bien commun et il n'est pas concerné par le partage éventuel en cas de divorce."
157,DROIT SUCCESSORAL,Communauté des biens en cas de divorce ,Bonjour Le bien a été enregistré au nom de l’épouse mais comme mentionné les fonds pour le terrain et la construction proviennent de la mère et tout les documents ( chèques ) le prouvent.  
158,DROIT SUCCESSORAL,Mariage légal et beau-père divorcé qui menace !,"Sur le plan légal, le beau-père n'a aucune existence. Toute action de sa part ou autre est susceptible d'un recours en justice, y compris ses menaces."
159,DROIT SUCCESSORAL,Mariage légal et beau-père divorcé qui menace !,"Merci pour votre réponse. Le plus beau, j'ai déjà reçu une comparution devant le juge et je suis en train de faire le nécessaire avec un avocat. CiterIjik l'blé ya ghafel  "
160,DROIT SUCCESSORAL,reconnaissance anticipee,"Bonjour,Maintenant que vous êtes en Tunisie, sa mère qui est française donc devrait prendre l'attache du consulat pour s'enregistrer et procéder aux formalités qu'elle aurait pu effectuer en France."
161,DROIT SUCCESSORAL,Donation privilégiée,Il a en fait tout donné aux enfants du second mariage au détriment des enfants du premier mariage.
162,DROIT SUCCESSORAL,Donation privilégiée,"Bonjour,1- Selon le droit successoral et le droit civil tunisien la donation est valable à condition qu'elle soit acceptée par les bénéficiaires et faite selon les formes légales exigées c.a.d devant notaire.2- Vous pouvez demander l'annulation de la donation si elle a été faite pendant la maladie de la mort et cette période est calculée en retournant une année en arrière cad 365 jours avant la date du décès, autrement dit il vous est possible de demander l'annulation vu que le donation a été faite deux mois avant sa mort MAISune deuxième condition plus importante doit être remplie c'est que la maladie dont il souffrait doit affecter totalement ses capacités mentales autrement dit qu'il n'était plus en mesure de juger la gravité et l'importance de ses actes et faits, et ce facteur il vous appartient de le prouver au juge si vous avez un dossier médical corroboré par des témoignages que votre père n'avait aucune lucidité d'esprit.J'espère que ma réponse vous a aidé à voir plus clair quel plan suivre.  "
163,DROIT SUCCESSORAL,Renoncer à la nationalité tunisienne,"Bonjour,Je ne vois pas dans quel intérêt vous voulez renoncer à votre nationalité puisque les deux pays admettent la double nationalité sauf si vous avez des raisons que je ne vois pas dans votre question. Merci"
164,DROIT SUCCESSORAL,Changement du mandataire d'une procuration,"Bonjour,La procuration donnée peut être révoquée et accordée à une autre personne par un nouveau document, mais si la première procuration contient une clause qui donne au mandataire nommé le droit de déléguer ses pouvoirs c.a.d les transférer à une autre personne il peut le faire en donnant lui même procuration à cet autre héritier.Oui la procuaration peut être donnée individuellement à la même personne, et dans tous les cas elle doit être faite devant notaire que ce soit par ceux qui vivent en Tunisie ou ceux vivant à l'étranger, bonne continuation. "
165,DROIT SUCCESSORAL,mariage non reconnu ,"Bonjour Monsieur,Avant de pouvoir répondre à vos questions je dois avoir les informations suivantes:1- Êtes-vous marié sous le régime du droit de la famille québecois? cad Montréal, Quebec city, ou toute autre ville francophone du Canada?2- êtiez-vous séparé avant le divorce et si oui pendant combien de temps?3- Avez-vous assumé vos obligations conjugales: dépenses du foyer, pris soin de votre ex épouse etc...4- Avez-vous exercé une quelconque violence contre elle?Ce sont des détails importants qui me permettront de vous répondre car je pense que votre situation est celle d'un mariage blanc cad conclu pour pouvoir juste obtenir la résidence légale dans ce pays, merci. "
166,DROIT SUCCESSORAL,Test de paternité,"Bonjour,Si c'est un juge qui a désigné l'hôpital oui, si c'est une des parties adverses qui l'a choisi volontairement, vous pouvez demander une contre-expertise, sauf si c'est l'unique hôpital capable de faire ce genre de tests.J'espère que cette réponse éclaire votre chemin. "
167,DROIT SUCCESSORAL,Attestation de test de paternité,"Bonjour,Non c'est anormal car pour que l'attestation soit officielle il doit signer et mettre le cachet, sachant qu'une fois l'erreur régularisée, l'attestation sera tout à fait légale et ne pourra être annulée que par une attestation contradictoire.J'espère que me réponse vous a été utile "
